OBSERVATION COUNT,LATITUDE,LONGITUDE,OBSERVATION DATE
1,47.662576,-122.12052,2/26/09
1,47.4569163,-122.093178,2/19/09
1,47.662576,-122.12052,2/5/09
4,47.662576,-122.12052,2/19/09
1,47.65424,-122.29137,2/8/09
2,47.7470016,-122.3079987,2/1/09
1,47.6137325,-122.1254128,2/3/09
1,47.6373741,-122.0987463,2/14/09
1,47.662576,-122.12052,2/19/09
1,47.658543,-122.1317053,2/20/09
1,47.6698889,-122.2868333,2/7/09
2,47.65424,-122.29137,2/6/09
9,47.663868,-122.4215317,2/6/09
1,47.7688287,-122.3158792,2/1/09
1,47.6981686,-122.2101878,2/5/09
1,47.6698889,-122.2868333,2/3/09
2,47.7378349,-122.1936798,2/1/09
1,47.65424,-122.29137,2/3/09
1,47.7688287,-122.3158792,2/3/09
1,47.671572,-122.1952307,2/2/09
1,47.7342436,-122.2606659,2/3/09
1,47.7271643,-122.2192204,2/2/09
1,47.5848557,-122.368366,2/1/09
1,47.5628206,-122.3477372,2/1/09
1,47.658543,-122.1317053,2/13/09
2,47.658543,-122.1317053,2/6/09
1,47.7635752,-122.3851633,2/8/09
3,47.65424,-122.29137,2/7/09
1,47.65424,-122.29137,2/22/09
1,47.663868,-122.4215317,2/28/09
3,47.6981686,-122.2101878,2/14/09
6,47.663868,-122.4215317,2/7/09
2,47.65424,-122.29137,2/7/09
4,47.65424,-122.29137,2/8/09
2,47.65424,-122.29137,2/10/09
1,47.662576,-122.12052,2/12/09
2,47.6981686,-122.2101878,2/9/09
1,47.7378349,-122.1936798,2/10/09
1,47.5538089,-122.2501301,2/12/09
4,47.6981686,-122.2101878,2/14/09
6,47.65424,-122.29137,2/11/09
2,47.7577333,-122.2068393,2/11/09
1,47.65424,-122.29137,2/8/09
5,47.6981686,-122.2101878,2/7/09
3,47.646592,-122.2909732,2/8/09
1,47.662576,-122.12052,2/5/09
1,47.7688287,-122.3158792,2/5/09
1,47.6815336,-122.2505453,2/4/09
1,47.663868,-122.4215317,2/5/09
1,47.768558,-122.142314,2/8/09
1,47.768558,-122.142314,2/6/09
1,47.768558,-122.142314,2/7/09
1,47.768558,-122.142314,2/9/09
1,47.6137017,-122.1255872,2/3/09
2,47.658543,-122.1317053,2/26/09
1,47.6815336,-122.2505453,2/18/09
1,47.65424,-122.29137,2/19/09
3,47.65424,-122.29137,2/20/09
2,47.6981686,-122.2101878,2/14/09
2,47.6981686,-122.2101878,2/17/09
2,47.65424,-122.29137,2/15/09
1,47.6698889,-122.2868333,2/20/09
2,47.65424,-122.29137,2/13/09
1,47.65424,-122.29137,2/19/09
1,47.7688287,-122.3158792,2/19/09
3,47.663868,-122.4215317,2/19/09
2,47.57088,-122.2147572,2/14/09
1,47.5400204,-122.3620641,2/16/09
2,47.6981686,-122.2101878,2/15/09
5,47.65424,-122.29137,2/14/09
11,47.663868,-122.4215317,2/13/09
1,47.4066334,-122.2595633,2/14/09
1,47.7688287,-122.3158792,2/15/09
1,47.5833287,-122.0641351,2/16/09
2,47.7401583,-122.1919917,2/13/09
2,47.7401583,-122.1919917,2/2/09
1,47.7044768,-122.2823703,2/28/09
1,47.65424,-122.29137,2/1/09
3,47.65424,-122.29137,2/28/09
1,47.65424,-122.29137,2/22/09
1,47.6731902,-122.3076153,2/28/09
1,47.7525976,-122.3094177,2/25/09
1,47.6674755,-122.320396,2/22/09
2,47.7622659,-122.3487639,2/21/09
2,47.65424,-122.29137,2/21/09
2,47.6698889,-122.2868333,2/22/09
2,47.65424,-122.29137,2/20/09
1,47.65424,-122.29137,2/17/09
1,47.6815336,-122.2505453,2/22/09
2,47.7622659,-122.3487639,2/20/09
1,47.5538089,-122.2501301,2/22/09
3,47.65424,-122.29137,2/22/09
5,47.6981686,-122.2101878,2/25/09
1,47.65424,-122.29137,2/25/09
1,47.6843562,-122.2470538,2/23/09
1,47.6731902,-122.3076153,2/21/09
1,47.5538089,-122.2501301,2/21/09
1,47.7568786,-122.2836632,2/22/09
6,47.65424,-122.29137,2/21/09
3,47.65424,-122.29137,2/22/09
1,47.662576,-122.12052,2/19/09
4,47.474915,-122.244,2/20/09
1,47.768558,-122.142314,2/26/09
1,47.5538089,-122.2501301,2/28/09
2,47.5538089,-122.2501301,2/26/09
1,47.680083,-122.299807,2/28/09
2,47.65424,-122.29137,2/27/09
10,47.663868,-122.4215317,2/27/09
1,47.6948477,-122.2721714,2/28/09
2,47.4066334,-122.2595633,2/15/09
9,47.658745,-122.4182162,3/7/09
1,47.65424,-122.29137,3/7/09
2,47.65424,-122.29137,3/8/09
2,47.646592,-122.2909732,3/7/09
1,47.6981686,-122.2101878,3/8/09
1,47.768558,-122.142314,3/2/09
2,47.65424,-122.29137,3/7/09
1,47.6674755,-122.320396,3/6/09
1,47.681797,-122.33953,3/8/09
1,47.3741747,-122.4536133,3/8/09
3,47.65424,-122.29137,3/16/09
1,47.65424,-122.29137,3/12/09
1,47.619728,-122.1822166,3/16/09
1,47.5848557,-122.368366,3/14/09
1,47.7566225,-122.2825956,3/8/09
4,47.662576,-122.12052,3/12/09
5,47.65424,-122.29137,3/13/09
1,47.6698889,-122.2868333,3/2/09
3,47.65424,-122.29137,3/10/09
1,47.6981686,-122.2101878,3/7/09
2,47.6981686,-122.2101878,3/10/09
4,47.65424,-122.29137,3/12/09
1,47.6698889,-122.2868333,3/17/09
3,47.662576,-122.12052,3/26/09
4,47.662576,-122.12052,3/12/09
3,47.662576,-122.12052,3/6/09
1,47.6698889,-122.2868333,3/22/09
2,47.7622659,-122.3487639,3/23/09
1,47.6731902,-122.3076153,3/20/09
3,47.6815336,-122.2505453,3/21/09
5,47.663868,-122.4215317,3/21/09
1,47.65424,-122.29137,3/22/09
2,47.6981686,-122.2101878,3/21/09
1,47.68512,-122.29239,3/20/09
1,47.7622659,-122.3487639,3/21/09
6,47.6981686,-122.2101878,3/22/09
1,47.6698889,-122.2868333,3/21/09
1,47.6981686,-122.2101878,3/20/09
4,47.65424,-122.29137,3/19/09
6,47.663868,-122.4215317,3/20/09
2,47.65424,-122.29137,3/18/09
1,47.4066334,-122.2595633,3/18/09
1,47.662576,-122.12052,3/19/09
1,47.65424,-122.29137,3/20/09
1,47.7622659,-122.3487639,3/13/09
1,47.7566225,-122.2825956,3/8/09
2,47.662576,-122.12052,3/19/09
1,47.65424,-122.29137,3/5/09
2,47.6089407,-122.3052979,3/29/09
4,47.65424,-122.29137,3/29/09
3,47.5538089,-122.2501301,3/27/09
1,47.6698889,-122.2868333,3/26/09
3,47.662576,-122.12052,3/26/09
1,47.662576,-122.12052,3/26/09
2,47.6731902,-122.3076153,3/27/09
1,47.6731902,-122.3076153,3/27/09
1,47.7255261,-122.3168528,3/28/09
1,47.5538089,-122.2501301,3/28/09
2,47.65424,-122.29137,3/26/09
2,47.65424,-122.29137,3/26/09
4,47.65424,-122.29137,3/25/09
10,47.663868,-122.4215317,3/26/09
1,47.6731902,-122.3076153,3/22/09
1,47.4066334,-122.2595633,3/22/09
2,47.6815336,-122.2505453,3/24/09
2,47.65424,-122.29137,3/23/09
2,47.7470016,-122.3079987,3/28/09
3,47.7470016,-122.3079987,3/7/09
4,47.7470016,-122.3079987,3/21/09
2,47.7120717,-122.3761511,3/30/09
1,47.7622659,-122.3487639,3/27/09
2,47.6731902,-122.3076153,3/28/09
1,47.6815336,-122.2505453,3/27/09
1,47.7622659,-122.3487639,3/29/09
1,47.65424,-122.29137,3/31/09
1,47.7255261,-122.3168528,3/28/09
1,47.7525976,-122.3094177,3/12/09
3,47.662576,-122.12052,3/26/09
2,47.6137325,-122.1254128,3/3/09
2,47.658543,-122.1317053,3/6/09
2,47.6137017,-122.1255872,3/3/09
1,47.658543,-122.1317053,3/27/09
2,47.663868,-122.4215317,3/21/09
1,47.658543,-122.1317053,3/31/09
1,47.662576,-122.12052,3/19/09
2,47.658543,-122.1317053,3/13/09
1,47.658543,-122.1317053,3/20/09
1,47.65424,-122.29137,3/8/09
2,47.65424,-122.29137,3/5/09
2,47.6981686,-122.2101878,3/6/09
1,47.6981686,-122.2101878,3/7/09
1,47.7250786,-122.3517537,3/3/09
2,47.6618703,-122.4355298,3/6/09
1,47.65424,-122.29137,3/4/09
3,47.65424,-122.29137,3/5/09
1,47.7698203,-122.2457314,3/6/09
19,47.663868,-122.4215317,3/6/09
4,47.6981686,-122.2101878,3/5/09
2,47.6981686,-122.2101878,3/4/09
1,47.65424,-122.29137,3/6/09
9,47.663868,-122.4215317,3/7/09
1,47.7480873,-122.2991771,3/1/09
1,47.6815336,-122.2505453,3/4/09
1,47.6562355,-122.3066336,3/5/09
1,47.65424,-122.29137,3/5/09
1,47.7271643,-122.2192204,3/3/09
5,47.65424,-122.29137,3/6/09
1,47.7688287,-122.3158792,3/1/09
1,47.5379827,-122.0548857,3/1/09
2,47.6981686,-122.2101878,3/3/09
1,47.65424,-122.29137,3/1/09
1,47.663868,-122.4215317,3/3/09
2,47.65424,-122.29137,3/3/09
1,47.65424,-122.29137,3/1/09
1,47.662576,-122.12052,3/1/09
1,47.4066334,-122.2595633,3/22/09
1,47.6981686,-122.2101878,4/29/09
2,47.7126411,-122.377647,4/26/09
2,47.65424,-122.29137,4/25/09
2,47.6981686,-122.2101878,4/26/09
2,47.6547504,-122.2913933,4/24/09
1,47.7622659,-122.3487639,4/25/09
1,47.65424,-122.29137,4/26/09
2,47.6698889,-122.2868333,4/26/09
4,47.65424,-122.29137,4/25/09
2,47.7126411,-122.377647,4/24/09
1,47.5538089,-122.2501301,4/25/09
6,47.658745,-122.4182162,4/4/09
1,47.65424,-122.29137,4/4/09
1,47.662576,-122.12052,4/9/09
1,47.662576,-122.12052,4/30/09
1,47.65424,-122.29137,4/29/09
1,47.7126411,-122.377647,4/27/09
3,47.65424,-122.29137,4/28/09
1,47.7126411,-122.377647,4/28/09
1,47.6211011,-122.3445775,4/29/09
1,47.6981686,-122.2101878,4/30/09
1,47.7719583,-122.3319483,4/27/09
1,47.65424,-122.29137,4/22/09
3,47.6981686,-122.2101878,4/28/09
1,47.7568786,-122.2836632,4/27/09
4,47.65424,-122.29137,4/30/09
2,47.6981686,-122.2101878,4/14/09
1,47.6981686,-122.2101878,4/16/09
2,47.6981686,-122.2101878,4/20/09
1,47.7126411,-122.377647,4/30/09
2,47.662576,-122.12052,4/9/09
3,47.662576,-122.12052,4/7/09
1,47.662576,-122.12052,4/2/09
1,47.662576,-122.12052,4/23/09
1,47.6981686,-122.2101878,4/25/09
1,47.5280793,-122.3815477,4/25/09
1,47.6981686,-122.2101878,4/10/09
2,47.6981686,-122.2101878,4/13/09
1,47.65424,-122.29137,4/26/09
2,47.662576,-122.12052,4/16/09
1,47.5677529,-122.3503804,4/6/09
1,47.65424,-122.29137,4/4/09
1,47.662576,-122.12052,4/21/09
1,47.5612229,-122.3501873,4/6/09
2,47.662576,-122.12052,4/30/09
4,47.7470016,-122.3079987,4/19/09
2,47.7470016,-122.3079987,4/11/09
4,47.7470016,-122.3079987,4/5/09
4,47.7470016,-122.3079987,4/26/09
4,47.7126411,-122.377647,4/4/09
1,47.65424,-122.29137,4/2/09
1,47.7271643,-122.2192204,4/3/09
6,47.65424,-122.29137,4/3/09
1,47.5379827,-122.0548857,4/3/09
2,47.662576,-122.12052,4/2/09
14,47.663868,-122.4215317,4/3/09
1,47.6981686,-122.2101878,4/30/09
1,47.6981686,-122.2101878,4/12/09
1,47.662576,-122.12052,4/16/09
1,47.658543,-122.1317053,4/17/09
2,47.662576,-122.12052,4/9/09
6,47.663868,-122.4215317,4/4/09
1,47.6731902,-122.3076153,4/5/09
1,47.6698889,-122.2868333,4/7/09
4,47.65424,-122.29137,4/7/09
1,47.663868,-122.4215317,4/5/09
1,47.6618703,-122.4355298,4/5/09
1,47.5379827,-122.0548857,4/6/09
1,47.6878247,-122.3731899,4/5/09
1,47.7480873,-122.2991771,4/5/09
4,47.65424,-122.29137,4/5/09
1,47.663868,-122.4215317,4/3/09
1,47.6137325,-122.1254128,4/1/09
2,47.6698889,-122.2868333,4/12/09
3,47.6933206,-122.2849935,4/11/09
1,47.6404972,-121.9264226,4/11/09
5,47.65424,-122.29137,4/9/09
3,47.662576,-122.12052,4/9/09
1,47.7126411,-122.377647,4/8/09
1,47.5628206,-122.3477372,4/11/09
1,47.7126411,-122.377647,4/11/09
4,47.65424,-122.29137,4/10/09
4,47.6981686,-122.2101878,4/11/09
5,47.65424,-122.29137,4/9/09
2,47.6731902,-122.3076153,4/10/09
4,47.65424,-122.29137,4/8/09
1,47.6981686,-122.2101878,4/9/09
1,47.6815336,-122.2505453,4/10/09
2,47.663868,-122.4215317,4/4/09
1,47.65424,-122.29137,4/7/09
1,47.5379827,-122.0548857,4/8/09
2,47.662576,-122.12052,4/9/09
1,47.59187,-122.22746,4/4/09
1,47.663868,-122.4215317,4/18/09
3,47.662576,-122.12052,4/16/09
1,47.7622659,-122.3487639,4/2/09
1,47.7255261,-122.3168528,4/14/09
3,47.3452785,-122.4576473,4/13/09
1,47.7719583,-122.3319483,4/14/09
1,47.361553,-122.047613,4/13/09
1,47.7622659,-122.3487639,4/9/09
4,47.65424,-122.29137,4/14/09
2,47.65424,-122.29137,4/15/09
3,47.6547504,-122.2913933,4/14/09
1,47.7126411,-122.377647,4/15/09
2,47.6981686,-122.2101878,4/13/09
1,47.6731902,-122.3076153,4/15/09
1,47.7622659,-122.3487639,4/14/09
1,47.7255261,-122.3168528,4/14/09
3,47.6547504,-122.2913933,4/14/09
1,47.528677,-122.0047188,4/11/09
1,47.65424,-122.29137,4/12/09
1,47.7719583,-122.3319483,4/13/09
4,47.65424,-122.29137,4/12/09
1,47.65424,-122.29137,4/11/09
1,47.6137017,-122.1255872,4/1/09
3,47.5891498,-122.1867639,4/18/09
1,47.65424,-122.29137,4/27/09
1,47.658543,-122.1317053,4/10/09
3,47.5628206,-122.3477372,4/5/09
1,47.65424,-122.29137,4/5/09
3,47.7420957,-122.2901273,4/18/09
1,47.7480873,-122.2991771,4/19/09
1,47.6698889,-122.2868333,4/19/09
2,47.65424,-122.29137,4/18/09
2,47.6731902,-122.3076153,4/19/09
3,47.6981686,-122.2101878,4/19/09
1,47.6815336,-122.2505453,4/19/09
3,47.65424,-122.29137,4/19/09
5,47.663868,-122.4215317,4/18/09
1,47.6731902,-122.3076153,4/18/09
2,47.7126411,-122.377647,4/17/09
1,47.5092,-122.1817,4/18/09
4,47.65424,-122.29137,4/16/09
2,47.65424,-122.29137,4/18/09
3,47.6370819,-122.29574,4/18/09
11,47.663868,-122.4215317,4/17/09
2,47.65424,-122.29137,4/17/09
1,47.6928546,-122.4054806,4/18/09
3,47.6981686,-122.2101878,4/18/09
1,47.65424,-122.29137,4/15/09
1,47.7740331,-122.3849192,4/15/09
2,47.662576,-122.12052,4/16/09
1,47.5092,-122.1817,4/17/09
2,47.6981686,-122.2101878,4/18/09
1,47.5597558,-122.0549817,4/18/09
1,47.6640434,-122.3062634,4/12/09
1,47.663868,-122.4215317,4/20/09
3,47.6815336,-122.2505453,4/23/09
1,47.7496545,-122.3666668,4/21/09
3,47.65424,-122.29137,4/21/09
2,47.5302762,-122.3955921,4/20/09
1,47.662576,-122.12052,4/23/09
2,47.662576,-122.12052,4/23/09
1,47.65424,-122.29137,4/22/09
1,47.5280793,-122.3815477,4/18/09
4,47.65424,-122.29137,4/19/09
1,47.7126411,-122.377647,4/19/09
2,47.6981686,-122.2101878,4/21/09
4,47.7470016,-122.3079987,4/19/09
3,47.65424,-122.29137,4/22/09
3,47.4066334,-122.2595633,4/19/09
1,47.61913,-122.341057,4/20/09
1,47.658543,-122.1317053,4/28/09
1,47.663868,-122.4215317,4/23/09
3,47.6981686,-122.2101878,4/24/09
3,47.65424,-122.29137,4/22/09
1,47.6981686,-122.2101878,4/24/09
8,47.663868,-122.4215317,4/24/09
4,47.65424,-122.29137,4/24/09
2,47.4066334,-122.2595633,4/19/09
2,47.662576,-122.12052,4/16/09
1,47.65424,-122.29137,5/31/09
1,47.65424,-122.29137,5/28/09
1,47.65424,-122.29137,5/10/09
1,47.6878247,-122.3731899,5/24/09
1,47.6370819,-122.29574,5/31/09
4,47.7470016,-122.3079987,5/9/09
2,47.4066334,-122.2595633,5/30/09
1,47.4066334,-122.2595633,5/30/09
5,47.7470016,-122.3079987,5/23/09
2,47.65424,-122.29137,5/30/09
3,47.658745,-122.4182162,5/2/09
2,47.6981686,-122.2101878,5/1/09
1,47.7622659,-122.3487639,5/31/09
2,47.6698889,-122.2868333,5/2/09
3,47.6981686,-122.2101878,5/3/09
3,47.663868,-122.4215317,5/2/09
1,47.6981686,-122.2101878,5/2/09
3,47.65424,-122.29137,5/2/09
14,47.663868,-122.4215317,5/1/09
1,47.6701559,-122.1102905,5/27/09
4,47.662576,-122.12052,5/28/09
2,47.662576,-122.12052,5/14/09
1,47.662576,-122.12052,5/21/09
1,47.6981686,-122.2101878,5/8/09
2,47.5302762,-122.3955921,5/3/09
1,47.65424,-122.29137,5/2/09
2,47.6981686,-122.2101878,5/5/09
1,47.3202069,-122.3327637,5/4/09
2,47.65424,-122.29137,5/4/09
4,47.6981686,-122.2101878,5/4/09
2,47.6731902,-122.3076153,5/4/09
1,47.7044768,-122.2823703,5/2/09
1,47.6698889,-122.2868333,5/3/09
1,47.65424,-122.29137,5/3/09
2,47.65424,-122.29137,5/3/09
2,47.662576,-122.12052,5/7/09
2,47.65424,-122.29137,5/8/09
4,47.474915,-122.244,5/8/09
1,47.7719583,-122.3319483,5/8/09
4,47.65424,-122.29137,5/9/09
1,47.6698889,-122.2868333,5/9/09
6,47.6981686,-122.2101878,5/9/09
3,47.65424,-122.29137,5/8/09
3,47.65424,-122.29137,5/6/09
2,47.65424,-122.29137,5/7/09
1,47.65424,-122.29137,5/5/09
1,47.6981686,-122.2101878,5/9/09
1,47.6815336,-122.2505453,5/11/09
1,47.6731902,-122.3076153,5/12/09
3,47.3064153,-122.3200607,5/9/09
1,47.7058052,-122.2889256,5/10/09
1,47.4190282,-122.2763085,5/10/09
2,47.65424,-122.29137,5/10/09
1,47.6981686,-122.2101878,5/10/09
2,47.6698889,-122.2868333,5/10/09
1,47.6815336,-122.2505453,5/6/09
1,47.6698889,-122.2868333,5/8/09
1,47.7143239,-122.3440719,5/8/09
2,47.663868,-122.4215317,5/9/09
3,47.662576,-122.12052,5/14/09
2,47.65424,-122.29137,5/17/09
2,47.662576,-122.12052,5/7/09
1,47.65424,-122.29137,5/25/09
3,47.662576,-122.12052,5/21/09
1,47.7044768,-122.2823703,5/13/09
1,47.7126411,-122.377647,5/14/09
2,47.65424,-122.29137,5/13/09
2,47.65424,-122.29137,5/15/09
1,47.545626,-122.2684765,5/13/09
1,47.6981686,-122.2101878,5/15/09
1,47.6981686,-122.2101878,5/14/09
2,47.65424,-122.29137,5/12/09
1,47.7719583,-122.3319483,5/14/09
1,47.4604744,-122.3568901,5/14/09
3,47.65424,-122.29137,5/13/09
1,47.65424,-122.29137,5/12/09
2,47.6577567,-122.4069214,5/11/09
2,47.671572,-122.1952307,5/12/09
4,47.6981686,-122.2101878,5/12/09
1,47.7719583,-122.3319483,5/12/09
3,47.663868,-122.4215317,5/17/09
2,47.7126411,-122.377647,5/17/09
2,47.6698889,-122.2868333,5/17/09
1,47.5280793,-122.3815477,5/15/09
14,47.663868,-122.4215317,5/17/09
2,47.5228377,-122.3771811,5/16/09
6,47.6370819,-122.29574,5/16/09
1,47.662576,-122.12052,5/14/09
1,47.65424,-122.29137,5/15/09
3,47.646592,-122.2909732,5/16/09
5,47.65424,-122.29137,5/15/09
4,47.6577567,-122.4069214,5/15/09
2,47.4604744,-122.3568901,5/12/09
1,47.4984126,-122.4750894,5/24/09
1,47.65424,-122.29137,5/8/09
1,47.6698889,-122.2868333,5/20/09
1,47.662576,-122.12052,5/21/09
4,47.6981686,-122.2101878,5/19/09
2,47.6402079,-122.2958994,5/19/09
4,47.65424,-122.29137,5/19/09
3,47.6981686,-122.2101878,5/21/09
2,47.7622659,-122.3487639,5/13/09
1,47.7622659,-122.3487639,5/14/09
1,47.4604744,-122.3568901,5/18/09
2,47.6698889,-122.2868333,5/18/09
1,47.6981686,-122.2101878,5/16/09
3,47.65424,-122.29137,5/17/09
1,47.7719583,-122.3319483,5/18/09
1,47.65424,-122.29137,5/15/09
1,47.6981686,-122.2101878,5/9/09
1,47.658543,-122.1317053,5/29/09
1,47.662576,-122.12052,5/7/09
1,47.658543,-122.1317053,5/22/09
2,47.6731902,-122.3076153,5/24/09
3,47.6981686,-122.2101878,5/25/09
3,47.65424,-122.29137,5/23/09
1,47.65424,-122.29137,5/14/09
8,47.663868,-122.4215317,5/22/09
4,47.65424,-122.29137,5/22/09
1,47.6878247,-122.3731899,5/18/09
3,47.65424,-122.29137,5/19/09
1,47.65424,-122.29137,5/21/09
1,47.662576,-122.12052,5/7/09
2,47.662576,-122.12052,5/28/09
1,47.65424,-122.29137,5/27/09
1,47.4604744,-122.3568901,5/26/09
2,47.65424,-122.29137,5/29/09
1,47.6981686,-122.2101878,5/23/09
1,47.6948477,-122.2721714,5/27/09
1,47.462944,-121.9968157,5/27/09
3,47.65424,-122.29137,5/25/09
1,47.65424,-122.29137,5/23/09
5,47.663868,-122.4215317,5/25/09
1,47.462944,-121.9968157,5/27/09
1,47.6981686,-122.2101878,5/26/09
1,47.65424,-122.29137,5/15/09
1,47.65424,-122.29137,5/16/09
4,47.4066334,-122.2595633,5/24/09
1,47.474915,-122.244,5/7/09
1,47.5089687,-121.8415546,5/30/09
3,47.646592,-122.2909732,5/30/09
1,47.5711695,-122.277317,5/28/09
2,47.65424,-122.29137,5/30/09
4,47.7470016,-122.3079987,5/31/09
4,47.7470016,-122.3079987,5/27/09
1,47.6698889,-122.2868333,5/30/09
4,47.6370819,-122.29574,5/30/09
1,47.662576,-122.12052,5/28/09
5,47.646592,-122.2909732,5/31/09
8,47.663868,-122.4215317,5/29/09
3,47.6981686,-122.2101878,5/31/09
1,47.680083,-122.299807,5/27/09
1,47.6701559,-122.1102905,5/27/09
21,47.663868,-122.4215317,5/15/09
1,47.65424,-122.29137,6/28/09
6,47.658745,-122.4182162,6/6/09
2,47.65424,-122.29137,6/3/09
6,47.663868,-122.4215317,6/5/09
2,47.6981686,-122.2101878,6/6/09
3,47.65424,-122.29137,6/6/09
3,47.65424,-122.29137,6/6/09
3,47.65424,-122.29137,6/5/09
2,47.7126411,-122.377647,6/5/09
4,47.7126411,-122.377647,6/1/09
1,47.6815336,-122.2505453,6/4/09
3,47.65424,-122.29137,6/4/09
1,47.7126411,-122.377647,6/2/09
1,47.4225127,-122.4563599,6/1/09
1,47.663868,-122.4215317,6/27/09
2,47.6731902,-122.3076153,6/9/09
5,47.7126411,-122.377647,6/8/09
6,47.658745,-122.4182162,6/6/09
1,47.7126411,-122.377647,6/10/09
1,47.65424,-122.29137,6/11/09
1,47.65767,-122.2879601,6/6/09
1,47.7126411,-122.377647,6/11/09
1,47.65424,-122.29137,6/10/09
1,47.7044768,-122.2823703,6/7/09
2,47.6815336,-122.2505453,6/8/09
4,47.663868,-122.4215317,6/7/09
6,47.663868,-122.4215317,6/7/09
2,47.7126411,-122.377647,6/9/09
1,47.65424,-122.29137,6/6/09
1,47.65424,-122.29137,6/16/09
3,47.65424,-122.29137,6/17/09
2,47.65424,-122.29137,6/18/09
2,47.3202069,-122.3327637,6/11/09
1,47.65424,-122.29137,6/14/09
1,47.7044768,-122.2823703,6/13/09
1,47.523852,-121.7963326,6/16/09
1,47.7126411,-122.377647,6/16/09
1,47.65424,-122.29137,6/14/09
10,47.663868,-122.4215317,6/13/09
2,47.6721788,-122.3064566,6/14/09
1,47.65767,-122.2879601,6/1/09
8,47.663868,-122.4215317,6/12/09
1,47.662576,-122.12052,6/11/09
1,47.662576,-122.12052,6/4/09
2,47.662576,-122.12052,6/25/09
10,47.663868,-122.4215317,6/20/09
2,47.662576,-122.12052,6/18/09
2,47.6698889,-122.2868333,6/20/09
1,47.65424,-122.29137,6/19/09
1,47.663868,-122.4215317,6/21/09
