OBSERVATION COUNT,LATITUDE,LONGITUDE,OBSERVATION DATE
2,47.5402193,-122.3970294,3/3/12
2,47.5402193,-122.3970294,3/3/12
5,47.5402193,-122.3970294,3/16/12
8,47.3733968,-122.3236098,3/7/12
1,47.563362,-122.4064708,3/4/12
2,47.5232362,-122.3943123,3/8/12
6,47.563362,-122.4064708,3/31/12
2,47.332312,-122.507595,3/28/12
2,47.5736079,-122.4165838,3/10/12
2,47.5736079,-122.4165838,3/10/12
8,47.5053969,-122.3757294,3/4/12
5,47.5102442,-122.4645996,3/16/12
5,47.5102442,-122.4645996,3/16/12
4,47.5102442,-122.4645996,3/18/12
12,47.563362,-122.4064708,3/21/12
3,47.663868,-122.4215317,3/23/12
9,47.5736161,-122.4163198,3/23/12
4,47.5232362,-122.3943123,4/6/12
5,47.5402193,-122.3970294,4/7/12
12,47.5402193,-122.3970294,4/7/12
5,47.563362,-122.4064708,4/7/12
12,47.5402193,-122.3970294,4/7/12
22,47.5841938,-122.4005256,4/12/12
1,47.414832,-121.587263,5/5/12
2,47.563362,-122.4064708,5/12/12
3,47.4113617,-122.4783325,5/27/12
6,47.5841938,-122.4005256,5/5/12
2,47.65424,-122.29137,6/3/12
6,47.5402193,-122.3970294,9/28/12
3,47.5302762,-122.3955921,9/28/12
8,47.563362,-122.4064708,10/27/12
4,47.661963,-122.435841,10/20/12
8,47.6571053,-122.4213517,10/13/12
5,47.5402193,-122.3970294,10/13/12
1,47.5886933,-122.4398546,10/28/12
1,47.663868,-122.4215317,10/1/12
7,47.5669131,-122.4108696,11/17/12
8,47.663868,-122.4215317,11/22/12
5,47.5302762,-122.3955921,11/9/12
4,47.5402193,-122.3970294,11/9/12
7,47.40234,-122.33128,11/13/12
10,47.5841938,-122.4005256,11/24/12
4,47.5741014,-122.4172631,11/24/12
9,47.5736161,-122.4163198,11/24/12
9,47.5736161,-122.4163198,11/24/12
1,47.563362,-122.4064708,11/24/12
1,47.40234,-122.33128,11/27/12
6,47.7739592,-122.3925439,11/7/12
6,47.663868,-122.4215317,11/5/12
4,47.40234,-122.33128,11/27/12
8,47.5302762,-122.3955921,11/30/12
11,47.5841938,-122.4005256,11/27/12
2,47.5232362,-122.3943123,11/9/12
7,47.5302762,-122.3955921,11/14/12
5,47.5736511,-122.4167905,12/29/12
1,47.3484832,-122.3470758,12/13/12
5,47.5736511,-122.4167905,12/29/12
11,47.563362,-122.4064708,12/29/12
2,47.5402193,-122.3970294,12/7/12
5,47.5736511,-122.4167905,12/29/12
11,47.563362,-122.4064708,12/29/12
2,47.327654,-122.376709,12/21/12
2,47.5841938,-122.4005256,12/5/12
9,47.563362,-122.4064708,12/24/12
6,47.5841938,-122.4005256,12/26/12
9,47.5726317,-122.4141097,12/8/12
2,47.5302762,-122.3955921,12/26/12
12,47.5402193,-122.3970294,12/29/12
2,47.5102442,-122.4645996,12/29/12
5,47.5736511,-122.4167905,12/29/12
6,47.5841938,-122.4005256,12/26/12
2,47.5841938,-122.4005256,12/5/12
12,47.5402193,-122.3970294,12/29/12
7,47.5102442,-122.4645996,12/28/12
11,47.563362,-122.4064708,12/29/12
18,47.5841938,-122.4005256,12/9/12
4,47.5669131,-122.4108696,12/30/12
3,47.5232362,-122.3943123,12/29/12
2,47.572509,-122.4139801,12/29/12
3,47.5232362,-122.3943123,12/29/12
8,47.5841938,-122.4005256,12/8/12
22,47.47042,-122.34724,12/30/12
11,47.563362,-122.4064708,12/29/12
3,47.5635903,-122.4062884,12/7/12
2,47.5091,-122.47592,12/9/12
4,47.563362,-122.4064708,12/10/12
4,47.563362,-122.4064708,12/10/12
3,47.5841938,-122.4005256,1/17/13
3,47.5302762,-122.3955921,1/16/13
4,47.5302762,-122.3955921,1/26/13
2,47.5841938,-122.4005256,1/15/13
1,47.7635752,-122.3851633,1/19/13
4,47.563362,-122.4064708,1/20/13
4,47.563362,-122.4064708,1/20/13
9,47.5841938,-122.4005256,1/20/13
9,47.5841938,-122.4005256,1/20/13
3,47.563362,-122.4064708,1/2/13
6,47.5841938,-122.4005256,1/1/13
3,47.563362,-122.4064708,1/4/13
10,47.5669131,-122.4108696,1/22/13
1,47.6928546,-122.4054806,1/5/13
2,47.663868,-122.4215317,1/5/13
6,47.5841938,-122.4005256,1/11/13
5,47.5669131,-122.4108696,1/6/13
3,47.5302762,-122.3955921,1/6/13
3,47.5736511,-122.4167905,1/6/13
9,47.4429,-122.35588,1/6/13
1,47.5919288,-122.382185,1/26/13
7,47.563362,-122.4064708,1/26/13
4,47.5302762,-122.3955921,1/26/13
1,47.5302762,-122.3955921,1/26/13
2,47.5841938,-122.4005256,1/8/13
5,47.5841938,-122.4005256,1/13/13
5,47.5841938,-122.4005256,1/13/13
7,47.563362,-122.4064708,1/26/13
1,47.3733968,-122.3236098,2/8/13
6,47.3733968,-122.3236098,2/10/13
4,47.5754256,-122.4201393,2/10/13
3,47.5743833,-122.4006128,2/11/13
3,47.40234,-122.33128,2/10/13
2,47.3733968,-122.3236098,2/16/13
5,47.5232362,-122.3943123,2/16/13
2,47.5402193,-122.3970294,2/8/13
15,47.5271,-122.39618,2/3/13
2,47.5743833,-122.4006128,2/23/13
1,47.3733968,-122.3236098,3/6/13
6,47.5841938,-122.4005256,3/14/13
2,47.5304011,-122.3998189,3/14/13
2,47.6291071,-122.3914284,3/17/13
1,47.5302762,-122.3955921,3/2/13
7,47.5743833,-122.4006128,3/18/13
2,47.5232362,-122.3943123,3/3/13
3,47.5090556,-122.4642563,3/3/13
2,47.5102442,-122.4645996,3/22/13
12,47.3733968,-122.3236098,3/5/13
2,47.5302762,-122.3955921,3/8/13
3,47.5277609,-122.3974148,3/6/13
4,47.563362,-122.4064708,3/11/13
18,47.5302762,-122.3955921,3/8/13
1,47.5302762,-122.3955921,3/9/13
6,47.563362,-122.4064708,3/2/13
10,47.5402193,-122.3970294,3/28/13
8,47.5302762,-122.3955921,3/28/13
2,47.5102442,-122.4645996,3/9/13
6,47.5736511,-122.4167905,3/26/13
6,47.563362,-122.4064708,3/2/13
5,47.5302762,-122.3955921,3/10/13
5,47.5302762,-122.3955921,3/10/13
4,47.5841938,-122.4005256,4/20/13
2,47.3733968,-122.3236098,4/3/13
5,47.5841938,-122.4005256,4/20/13
2,47.63221,-122.3984711,4/27/13
2,47.5302762,-122.3955921,4/19/13
14,47.5402193,-122.3970294,4/19/13
1,47.663868,-122.4215317,4/30/13
1,47.663868,-122.4215317,4/30/13
1,47.663868,-122.4215317,4/30/13
2,47.3733968,-122.3236098,4/3/13
10,47.5721322,-122.4139863,4/21/13
6,47.5302762,-122.3955921,5/24/13
2,47.5402193,-122.3970294,5/24/13
3,47.7771749,-121.3027954,8/3/13
7,47.663868,-122.4215317,8/28/13
2,47.5402193,-122.3970294,8/23/13
1,47.5674316,-122.4097699,9/22/13
3,47.5626274,-122.4058914,9/22/13
7,47.663868,-122.4215317,9/8/13
5,47.563362,-122.4064708,9/27/13
4,47.7739592,-122.3925439,9/29/13
3,47.5302762,-122.3955921,9/10/13
14,47.5302762,-122.3955921,9/20/13
3,47.663868,-122.4215317,10/27/13
4,47.6618703,-122.4355298,10/11/13
1,47.5841938,-122.4005256,10/10/13
16,47.6571053,-122.4213517,10/12/13
2,47.5741014,-122.4172631,10/12/13
5,47.5302762,-122.3955921,10/13/13
1,47.663868,-122.4215317,10/15/13
21,47.40234,-122.33128,10/19/13
5,47.3733968,-122.3236098,10/27/13
10,47.5402193,-122.3970294,10/18/13
8,47.57268,-122.41399,10/6/13
1,47.663868,-122.4215317,11/16/13
4,47.663868,-122.4215317,11/1/13
4,47.5402193,-122.3970294,11/2/13
2,47.5841938,-122.4005256,11/3/13
10,47.563362,-122.4064708,11/2/13
10,47.5302762,-122.3955921,11/3/13
10,47.5302762,-122.3955921,11/2/13
4,47.5841938,-122.4005256,11/24/13
11,47.5725142,-122.4137825,11/8/13
9,47.563362,-122.4064708,11/8/13
12,47.5302762,-122.3955921,11/15/13
3,47.5402193,-122.3970294,11/9/13
5,47.5669131,-122.4108696,11/30/13
9,47.5302762,-122.3955921,11/24/13
3,47.5726317,-122.4141097,11/23/13
7,47.5736161,-122.4163198,11/10/13
1,47.5302762,-122.3955921,11/10/13
6,47.4035,-122.330595,11/9/13
7,47.5736161,-122.4163198,11/10/13
24,47.563362,-122.4064708,11/30/13
4,47.40234,-122.33128,12/4/13
5,47.5736161,-122.4163198,12/28/13
7,47.5737464,-122.4151611,12/6/13
1,47.5302762,-122.3955921,12/29/13
34,47.5841938,-122.4005256,12/28/13
5,47.5927952,-122.3821646,12/10/13
2,47.7739592,-122.3925439,12/12/13
21,47.402519,-122.330786,12/29/13
6,47.563362,-122.4064708,12/28/13
2,47.5102442,-122.4645996,12/25/13
21,47.402519,-122.330786,12/29/13
5,47.40234,-122.33128,12/10/13
8,47.563362,-122.4064708,12/12/13
15,47.563362,-122.4064708,12/31/13
4,47.5841938,-122.4005256,12/31/13
3,47.5302762,-122.3955921,12/15/13
1,47.567479,-122.409628,12/31/13
5,47.5736161,-122.4163198,12/28/13
28,47.5736511,-122.4167905,12/28/13
12,47.5402193,-122.3970294,12/6/13
2,47.5302762,-122.3955921,12/6/13
12,47.563362,-122.4064708,12/21/13
2,47.4111293,-122.4361038,12/21/13
2,47.40234,-122.33128,12/3/13
5,47.563362,-122.4064708,1/4/14
7,47.563362,-122.4064708,1/3/14
1,47.5841938,-122.4005256,1/4/14
1,47.5737246,-122.4167973,1/20/14
1,47.5302762,-122.3955921,1/20/14
12,47.450728,-122.3791122,1/5/14
3,47.5743833,-122.4006128,1/5/14
7,47.40234,-122.33128,1/6/14
7,47.7635752,-122.3851633,1/4/14
1,47.5302762,-122.3955921,1/19/14
1,47.5302762,-122.3955921,1/20/14
2,47.57282,-122.41484,1/26/14
4,47.5741014,-122.4172631,1/25/14
6,47.573864,-122.416838,1/25/14
4,47.5402193,-122.3970294,1/20/14
10,47.3879104,-122.3262124,1/26/14
10,47.3879104,-122.3262124,1/26/14
6,47.5726544,-122.4140185,1/1/14
4,47.7739592,-122.3925439,1/12/14
3,47.5612519,-122.4046254,1/26/14
6,47.5402193,-122.3970294,1/26/14
3,47.5732433,-122.4165452,1/26/14
2,47.5232362,-122.3943123,1/13/14
3,47.7038414,-122.3866224,1/1/14
8,47.563362,-122.4064708,1/1/14
2,47.5685374,-122.4098972,1/1/14
2,47.5726317,-122.4141097,1/1/14
1,47.5302762,-122.3955921,1/19/14
3,47.5302762,-122.3955921,1/17/14
6,47.563362,-122.4064708,1/18/14
2,47.5754256,-122.4201393,1/18/14
9,47.5726317,-122.4141097,1/18/14
5,47.40234,-122.33128,1/3/14
1,47.5197512,-122.4285507,1/3/14
8,47.563362,-122.4064708,1/2/14
4,47.3733968,-122.3236098,1/20/14
8,47.5737246,-122.4167973,2/4/14
4,47.5738876,-122.4173069,2/2/14
4,47.5927952,-122.3821646,2/21/14
3,47.5726544,-122.4140185,2/8/14
3,47.5726544,-122.4140185,2/8/14
2,47.5302762,-122.3955921,2/7/14
4,47.5927952,-122.3821646,2/21/14
8,47.5737246,-122.4167973,2/4/14
3,47.5841938,-122.4005256,2/9/14
7,47.5402193,-122.3970294,2/17/14
1,47.5302762,-122.3955921,2/17/14
3,47.5726544,-122.4140185,2/8/14
2,47.5521434,-122.3989391,2/27/14
2,47.4971402,-122.3759151,2/14/14
1,47.3878922,-122.3269768,2/15/14
4,47.6618703,-122.4355298,2/15/14
5,47.40234,-122.33128,3/2/14
6,47.508557,-122.463993,3/19/14
5,47.50886,-122.46414,3/19/14
6,47.508557,-122.463993,3/19/14
6,47.508557,-122.463993,3/19/14
6,47.508557,-122.463993,3/19/14
6,47.563362,-122.4064708,3/22/14
2,47.5726317,-122.4141097,3/22/14
6,47.508557,-122.463993,3/19/14
2,47.5402193,-122.3970294,3/28/14
1,47.5302762,-122.3955921,3/9/14
3,47.5302762,-122.3955921,3/28/14
1,47.40234,-122.33128,3/10/14
4,47.3733968,-122.3236098,3/2/14
1,47.57092,-122.38624,3/23/14
1,47.5302762,-122.3955921,3/3/14
12,47.5302762,-122.3955921,3/3/14
45,47.6928546,-122.4054806,3/18/14
7,47.5302762,-122.3955921,3/2/14
4,47.5841938,-122.4005256,4/2/14
1,47.540053,-122.397282,4/7/14
16,47.3990253,-122.328385,4/3/14
2,47.5726544,-122.4140185,4/28/14
1,47.5302762,-122.3955921,4/5/14
3,47.5232362,-122.3943123,4/22/14
5,47.3879267,-122.3268279,4/17/14
4,47.5841938,-122.4005256,4/2/14
2,47.6653579,-122.3974647,5/2/14
2,47.6653579,-122.3974647,5/2/14
2,47.6653579,-122.3974647,5/2/14
6,47.5302762,-122.3955921,5/15/14
2,47.6653579,-122.3974647,5/2/14
6,47.5204468,-122.4481201,5/21/14
2,47.4147238,-121.5874314,5/10/14
2,47.4147238,-121.5874314,5/10/14
2,47.6653579,-122.3974647,5/2/14
2,47.6653579,-122.3974647,5/2/14
5,47.73583,-121.33222,6/25/14
5,47.73583,-121.33222,6/25/14
4,47.1552503,-121.6474512,8/2/14
2,47.5402193,-122.3970294,8/27/14
6,47.5302762,-122.3955921,9/19/14
1,47.663868,-122.4215317,9/18/14
15,47.6571053,-122.4213517,10/11/14
12,47.663868,-122.4215317,10/12/14
1,47.663868,-122.4215317,10/25/14
2,47.6618703,-122.4355298,10/4/14
1,47.663868,-122.4215317,10/3/14
9,47.3885078,-122.3736084,10/26/14
1,47.5761773,-122.4207723,10/19/14
8,47.663868,-122.4215317,10/17/14
2,47.3885078,-122.3736084,10/22/14
4,47.663868,-122.4215317,10/18/14
5,47.655213,-122.4141312,10/18/14
2,47.6046584,-122.4168777,10/31/14
3,47.5726544,-122.4140185,10/5/14
1,47.5886933,-122.4398546,10/5/14
5,47.5726544,-122.4140185,10/17/14
8,47.655213,-122.4141312,10/18/14
2,47.6046584,-122.4168777,10/31/14
1,47.5302762,-122.3955921,10/6/14
9,47.5402193,-122.3970294,10/19/14
1,47.663868,-122.4215317,10/7/14
2,47.3885078,-122.3736084,10/22/14
2,47.5102442,-122.4645996,11/8/14
2,47.6046584,-122.4168777,11/4/14
4,47.50769,-122.46262,11/22/14
4,47.40234,-122.33128,11/19/14
3,47.50769,-122.46262,11/23/14
4,47.50769,-122.46262,11/22/14
2,47.5197512,-122.4285507,11/24/14
5,47.40234,-122.33128,11/15/14
6,47.5726544,-122.4140185,11/15/14
5,47.5726544,-122.4140185,11/28/14
1,47.40234,-122.33128,11/30/14
6,47.5302762,-122.3955921,11/30/14
5,47.663868,-122.4215317,11/5/14
3,47.5232362,-122.3943123,11/30/14
3,47.6046584,-122.4168777,11/27/14
2,47.5302762,-122.3955921,12/20/14
7,47.7635752,-122.3851633,12/6/14
1,47.5232362,-122.3943123,12/7/14
2,47.40234,-122.33128,12/7/14
8,47.3733968,-122.3236098,12/5/14
6,47.40234,-122.33128,12/19/14
2,47.4074626,-122.437799,12/7/14
4,47.3733968,-122.3236098,12/23/14
3,47.774429,-122.3928956,12/22/14
3,47.40234,-122.33128,12/23/14
2,47.3733968,-122.3236098,12/12/14
8,47.39633,-122.499467,12/10/14
2,47.5669131,-122.4108696,12/22/14
4,47.47795,-122.362434,12/8/14
4,47.3484625,-122.3254466,12/23/14
3,47.4208607,-122.305715,12/28/14
1,47.387928,-122.326305,12/28/14
3,47.4208607,-122.305715,12/28/14
4,47.3733968,-122.3236098,12/28/14
3,47.386887,-122.3266697,12/28/14
10,47.5886933,-122.4398546,12/26/14
4,47.563362,-122.4064708,12/14/14
9,47.3733968,-122.3236098,12/29/14
9,47.3733968,-122.3236098,12/29/14
4,47.3733968,-122.3236098,12/28/14
3,47.401773,-122.3159409,12/28/14
3,47.5102442,-122.4645996,12/17/14
4,47.5302762,-122.3955921,12/5/14
1,47.387928,-122.326305,12/28/14
4,47.5302762,-122.3955921,12/27/14
12,47.40234,-122.33128,12/29/14
6,47.5733666,-122.4159873,12/1/14
2,47.5302762,-122.3955921,12/17/14
12,47.40234,-122.33128,12/29/14
2,47.663868,-122.4215317,12/5/14
1,47.40234,-122.33128,12/5/14
2,47.40234,-122.33128,12/2/14
3,47.40234,-122.33128,12/20/14
10,47.563362,-122.4064708,12/13/14
2,47.563362,-122.4064708,1/7/15
6,47.5302762,-122.3955921,1/7/15
6,47.563362,-122.4064708,1/7/15
1,47.40234,-122.33128,1/7/15
2,47.5726544,-122.4140185,1/31/15
6,47.3733968,-122.3236098,1/26/15
3,47.40234,-122.33128,1/26/15
1,47.7635752,-122.3851633,1/7/15
1,47.5232362,-122.3943123,1/9/15
1,47.5232362,-122.3943123,1/9/15
2,47.5841938,-122.4005256,1/20/15
1,47.40234,-122.33128,1/11/15
2,47.5841938,-122.4005256,1/1/15
2,47.5732433,-122.4165452,1/1/15
1,47.5726544,-122.4140185,1/1/15
4,47.5721322,-122.4139863,1/1/15
6,47.5886933,-122.4398546,1/1/15
2,47.5841938,-122.4005256,1/1/15
2,47.3484625,-122.3254466,1/12/15
1,47.40234,-122.33128,1/11/15
4,47.5302762,-122.3955921,1/24/15
4,47.5726544,-122.4140185,1/25/15
3,47.5302762,-122.3955921,1/25/15
2,47.386887,-122.3266697,1/25/15
2,47.3885078,-122.3736084,1/24/15
5,47.5841938,-122.4005256,1/3/15
2,47.5232362,-122.3943123,1/2/15
5,47.5726544,-122.4140185,1/14/15
5,47.40234,-122.33128,1/15/15
2,47.40234,-122.33128,1/26/15
18,47.5726544,-122.4140185,1/25/15
2,47.3885078,-122.3736084,1/24/15
2,47.5726544,-122.4140185,1/3/15
3,47.5841938,-122.4005256,1/3/15
2,47.40234,-122.33128,1/26/15
